"","検索文字 URL： チェック","変なホテル東京羽田 サイト名","test 検索年月： 評価","2026年 投稿日","04月 コメント(全体)","範囲： コメント(良い点)","!A1:K コメント(改善点)","コメント（翻訳:全体)","コメント（翻訳:良い)","コメント（翻訳:改善点)","投稿者","","","","","関数用 2026年 2026年 ","03月 04月 ","","!A2:K300 ","","","",""
"","","","","","","","","","","","","","FALSE","Booking.com","10","2026-03-17","","","","","","","Stankoski"
"","","","","","","","","","","","","","FALSE","Booking.com","7","2026-03-17","","","","","","","Tsuyoshi"
"","","","","","","","","","","","","","FALSE","Google","5","2026-03-17","チェックインにロボット…🤣……とても興味深い","","","チェックインにロボット…🤣……とても興味深い","","","Michael Wu"
"","","","","","","","","","","","","","FALSE","Agoda","10","2026-03-17","部屋は広めで清潔、とても快適です。朝食も美味しい。","","","部屋は広めで清潔、とても快適です。朝食も美味しい。","","","文彦"
"","","","","","","","","","","","","","FALSE","Agoda","9","2026-03-17","","羽田空港から近くアクセスが良かったです。朝食も美味しくまた利用したいです。","チェックイン時に機械がフリーズして時間がかかりました。それ以外は特にありません。","","羽田空港から近くアクセスが良かったです。朝食も美味しくまた利用したいです。","チェックイン時に機械がフリーズして時間がかかりました。それ以外は特にありません。","TAKAHASHI"
"","","","","","","","","","","","","","FALSE","Google","5","2026-03-17","Robots for check-in…. 🤣……very interesting","","","チェックインにロボット…🤣……とても興味深い","","","Michael Wu"
"","","","","","","","","","","","","","FALSE","Booking.com","7","2026-03-16","","","チェックインがなんぎして時間がかかった","","","チェックインがなんぎして時間がかかった","Shinichirou"
"","","","","","","","","","","","","","FALSE","Google","3","2026-03-16","変なホテルとの名前だが、受付がロボットなのと、部屋の内装が椅子が壁に減り込んでるのが変なぐらいで、割と普通のホテルです","","","変なホテルとの名前だが、受付がロボットなのと、部屋の内装が椅子が壁に減り込んでるのが変なぐらいで、割と普通のホテルです","","","さなぎ"
"","","","","","","","","","","","","","FALSE","Google","3","2026-03-16","日本滞在最終日の夜にこのホテルに宿泊しました。空港に近いという立地が決め手でした。ホテルにはアニマトロニクスの恐竜が出迎えてくれるので、なかなか楽しかったです。テーマのない部屋に泊まりましたが、特に変わったところはなく、ごく普通でした。  部屋に衣類を置き忘れてしまったのですが、問い合わせのメールを送るまでホテル側から連絡がなく、結局返信もありませんでした。  必要最低限​​の設備は整っているホテルですが、特筆すべき点はありません。","","","日本滞在最終日の夜にこのホテルに宿泊しました。空港に近いという立地が決め手でした。ホテルにはアニマトロニクスの恐竜が出迎えてくれるので、なかなか楽しかったです。テーマのない部屋に泊まりましたが、特に変わったところはなく、ごく普通でした。  部屋に衣類を置き忘れてしまったのですが、問い合わせのメールを送るまでホテル側から連絡がなく、結局返信もありませんでした。  必要最低限​​の設備は整っているホテルですが、特筆すべき点はありません。","","","Sam."
"","","","","","","","","","","","","","FALSE","楽天トラベル","5","2026-03-16","フロントでは恐竜がお出迎え❤️ 空港までの無料バスもあり、とても有難かったです。","","","フロントでは恐竜がお出迎え❤️ 空港までの無料バスもあり、とても有難かったです。","","","みかん星人07"
"","","","","","","","","","","","","","FALSE","Booking.com","9","2026-03-16","","Prima hotel als je dichtbij het vliegveld wil/moet overnachten. Rustig. Inchecken doe jezelf bij een Dinosaurus. Naar het vliegveld met of de Shuttle bus van het hotel, een uber of taxi of via de Metro die op 500 meter afstand ligt. Binnen 7 minuten op het vliegveld. Leuke buurt ook wel.","Niks.","","空港近くに滞在したい、または滞在する必要がある場合に最適なホテルです。静かで落ち着いた雰囲気です。チェックインは恐竜のオブジェでセルフチェックインです。空港へはホテルのシャトルバス、Uber、タクシー、または500メートル先にある地下鉄を利用できます。地下鉄を利用すれば7分以内に到着します。周辺環境も良好です。","何もない。","Maurice"
"","","","","","","","","","","","","","FALSE","Booking.com","8","2026-03-16","","","","","","","Chiron"
"","","","","","","","","","","","","","FALSE","Google","3","2026-03-16","Stayed in this hotel on the last night of being in Japan, mostly chose it because of it's location to the airport. The hotel itself has some animatronic dinosaurs to greet you which is pretty fun. We stayed in a non themed room and it was okay, nothing special.  I accidentally left a item of clothing in the room which I wasn't notified about until I sent an email enquiring whether I had or not, never got an email back.  It's a hotel that does the job, but nothing special.","","","日本滞在最終日の夜にこのホテルに宿泊しました。空港に近いという立地が決め手でした。ホテルにはアニマトロニクスの恐竜が出迎えてくれるので、なかなか楽しいです。テーマのない部屋に泊まりましたが、特に変わったところはなく、まあまあでした。うっかり部屋に服を置き忘れてしまったのですが、問い合わせのメールを送るまでホテル側から連絡がなく、結局返信もありませんでした。必要最低限​​の設備は整っているホテルですが、特筆すべき点はありません。","","","Sam."
"","","","","","","","","","","","","","FALSE","Google","5","2026-03-16","","","","","","","Hirohisa Koshio"
"","","","","","","","","","","","","","FALSE","楽天トラベル","5","2026-03-15","素泊まりだったけど布団が暖かく良かったです！","","","素泊まりだったけど布団が暖かく良かったです！","","","トリプルプラス"
"","","","","","","","","","","","","","FALSE","楽天トラベル","5","2026-03-15","入ってすぐロボットが受付してくれて非常に楽しめました。中は綺麗で、大変満足できました。また利用したいと思いました。","","","入ってすぐロボットが受付してくれて非常に楽しめました。中は綺麗で、大変満足できました。また利用したいと思いました。","","","nakky0820"
"","","","","","","","","","","","","","FALSE","Agoda","8","2026-03-15","羽田から遅めのチェックIN お部屋グレードアップしてくれてました 羽田から行くって言ったから？ キャビンのお部屋でした笑 備品が邪魔でキャリーケース広げる場所が無い。。。  プロジェクターつくけど再生分からない 機械のボタン 押すと静電気何度も来る テレビも見られなかった。  お風呂とトイレ別で良かったです！ 旅行帰りで湯船浸かりたかったので  ランドリー側の自販機 新札使えなくて不便。別の方の自販機で電子マネー使えたから良かった。 ","","","羽田から遅めのチェックIN お部屋グレードアップしてくれてました 羽田から行くって言ったから？ キャビンのお部屋でした笑 備品が邪魔でキャリーケース広げる場所が無い。。。  プロジェクターつくけど再生分からない 機械のボタン 押すと静電気何度も来る テレビも見られなかった。  お風呂とトイレ別で良かったです！ 旅行帰りで湯船浸かりたかったので  ランドリー側の自販機 新札使えなくて不便。別の方の自販機で電子マネー使えたから良かった。 ","","","shinobu"
"","","","","","","","","","","","","","FALSE","Booking.com","8","2026-03-15","","Their late evening shuttle service from Haneda made me choose this hotel, and the proximity to the train station is also good. Shuttle was on time and a breeze to use when traveling with a toddler. Staff were helpful when i requested for extra pillow.","the room i chose was a little small for our luggages, and the photos made me think the room was a little wider than it was.","","羽田空港からの深夜シャトルサービスが決め手となり、このホテルを選びました。駅からも近いのも良かったです。シャトルは時間通りに運行しており、幼児連れでもとても便利でした。追加の枕をお願いした際も、スタッフの方が親切に対応してくれました。","私が選んだ部屋は荷物に対して少し狭く、写真で見たよりも実際は狭かった。","Arinnna"
"","","","","","","","","","","","","","FALSE","Booking.com","9","2026-03-15","","空港までの送迎バスがあるので、朝早くても問題なかった。部屋は静かで快適だった。","","","空港までの送迎バスがあるので、朝早くても問題なかった。部屋は静かで快適だった。","","キリ"
"","","","","","","","","","","","","","FALSE","Booking.com","4","2026-03-14","","Emplacement à côté de l’aéroport","Pas d’accueil.","","空港に隣接する場所","電波が入りません。","Chloé"
"","","","","","","","","","","","","","FALSE","Booking.com","7","2026-03-14","","","","","","","Yusuke"
"","","","","","","","","","","","","","FALSE","Booking.com","10","2026-03-14","","","","","","","Søren"
"","","","","","","","","","","","","","FALSE","Booking.com","10","2026-03-14","","","","","","","Mihashi"
"","","","","","","","","","","","","","FALSE","Booking.com","10","2026-03-14","","","","","","","Matsunaga"
"","","","","","","","","","","","","","FALSE","楽天トラベル","2","2026-03-14","2026/3/2宿泊 朝7時、1時間に1本のシャトルバスの出発時間数分前に行ったら既に満車。 子供2人がおり、小雨が降っていたため駅まで7分歩く気にもなれず、タクシーを選択したら、3,000円もかかってしまった。千円くらいで行けると思いきや、京急線なら数分の駅だが、車だと空港まで大回りするのも知らなかった、、、。  わざわざシャトルバス目当てに羽田空港近くに宿泊したのに、思わぬ出費で行きからがかっかりしました。朝は増便した方が顧客の満足度が上がるかと。以前のように京急EXにしておけばよかった。","","","2026/3/2宿泊 朝7時、1時間に1本のシャトルバスの出発時間数分前に行ったら既に満車。 子供2人がおり、小雨が降っていたため駅まで7分歩く気にもなれず、タクシーを選択したら、3,000円もかかってしまった。千円くらいで行けると思いきや、京急線なら数分の駅だが、車だと空港まで大回りするのも知らなかった、、、。  わざわざシャトルバス目当てに羽田空港近くに宿泊したのに、思わぬ出費で行きからがかっかりしました。朝は増便した方が顧客の満足度が上がるかと。以前のように京急EXにしておけばよかった。","","","にゃんaj"
"","","","","","","","","","","","","","FALSE","Google","1","2026-03-14","","","","","","","0"
"","","","","","","","","","","","","","FALSE","じゃらん","4","2026-03-14","羽田発早朝便の前泊で利用させて頂きました。部屋は普通ですが、宿泊料金から考えると妥当かと思います。  空港までの送迎バスは有りますが、早朝便の為か利用者も多く、補助席を利用しても乗り切れないくらいです。天気が良いと駅まで歩いて行けるのですが、30分位前から並んだおかげか乗れました。早朝一時間に一本なので乗りたい方はご注意を。","","","羽田発早朝便の前泊で利用させて頂きました。部屋は普通ですが、宿泊料金から考えると妥当かと思います。  空港までの送迎バスは有りますが、早朝便の為か利用者も多く、補助席を利用しても乗り切れないくらいです。天気が良いと駅まで歩いて行けるのですが、30分位前から並んだおかげか乗れました。早朝一時間に一本なので乗りたい方はご注意を。","","","shin318ciさん"
"","","","","","","","","","","","","","FALSE","Booking.com","8","2026-03-13","","no idea that a dinosaur was going to check me in. That was great","","","恐竜がチェックインしてくれるなんて、全く予想外だった。最高だったよ。","","James"
"","","","","","","","","","","","","","FALSE","Booking.com","10","2026-03-13","","The robot check in was so unique! I also enjoyed the room, it was quiet and comfortable. The value for the room was good. We would stay here again.","I found a few hairs from previous guests, on the toilet and on the floor. It did make me feel that more cleaning was necessary","","ロボットによるチェックインはとてもユニークでした！部屋も静かで快適で良かったです。料金も手頃でした。また利用したいと思います。","トイレと床に前の宿泊客の髪の毛が数本落ちていました。もっと掃除が必要だと感じました。","Deborah"
"","","","","","","","","","","","","","FALSE","Google","5","2026-03-13","フライト後の注文前に泊まるのに最適な場所です！ロボットを使ったチェックインは他に類を見ない体験です。本物のスタッフが対応してくれます（案内表示があります）。  部屋自体は概ね清潔で（トイレと床に髪の毛が少し落ちていましたが）、快適で、支払った料金に見合う価値があります。基本的なアメニティも揃っています。  全体的におすすめですし、また泊まりたいと思っています。","","","フライト後の注文前に泊まるのに最適な場所です！ロボットを使ったチェックインは他に類を見ない体験です。本物のスタッフが対応してくれます（案内表示があります）。  部屋自体は概ね清潔で（トイレと床に髪の毛が少し落ちていましたが）、快適で、支払った料金に見合う価値があります。基本的なアメニティも揃っています。  全体的におすすめですし、また泊まりたいと思っています。","","","DM Mendoza"
"","","","","","","","","","","","","","FALSE","楽天トラベル","5","2026-03-13","空港から近く先に荷物も預けられて便利でした。 帰りは送迎バスを利用したので雨に濡れず助かりました。宿泊料安いのに部屋お風呂もあり満足です。また機会があればよろしくお願いします。","","","空港から近く先に荷物も預けられて便利でした。 帰りは送迎バスを利用したので雨に濡れず助かりました。宿泊料安いのに部屋お風呂もあり満足です。また機会があればよろしくお願いします。","","","タキさんゆきさん"
"","","","","","","","","","","","","","FALSE","Booking.com","7","2026-03-13","","","","","","","Johanna"
"","","","","","","","","","","","","","FALSE","Booking.com","7","2026-03-13","","羽田空港から近くて、送迎バスがあり良かったです","冷蔵庫が小さかった","","羽田空港から近くて、送迎バスがあり良かったです","冷蔵庫が小さかった","Yoshiko"
"","","","","","","","","","","","","","FALSE","Booking.com","10","2026-03-13","","","","","","","Scott"
"","","","","","","","","","","","","","FALSE","Google","5","2026-03-13","Perfect place to stay before ordering after your flight! The check in experience is so unique with the robots. Real staff is available to help (signs tell you this).  The room itself is mostly clean (we did find some hairs on the toilet and floor), comfortable, and a good value for the price paid. There are basic amenities provided.  Overall I would recommend and would stay here again.","","","フライト後に食事を注文するまでの滞在に最適な場所です！ロボットによるチェックインはとてもユニークです。もちろん、スタッフも常駐しており（案内表示にも記載されています）、必要な時に対応してくれます。部屋自体は概ね清潔で（トイレと床に髪の毛が少し落ちていましたが）、快適で、料金に見合った価値があります。基本的なアメニティも揃っています。全体的に見ておすすめできるホテルで、また利用したいと思います。","","","DM Mendoza"
"","","","","","","","","","","","","","FALSE","Google","5","2026-03-13","フライト後に食事を注文するまでの休憩に最適な場所です！ロボットによるチェックインはとてもユニークで、実際にスタッフが対応してくれます（案内表示にも記載されています）。  部屋自体は概ね清潔で（トイレと床に髪の毛が少し落ちていましたが）、快適で、料金に見合った価値があります。基本的なアメニティも揃っています。  全体的に見ておすすめできますし、また利用したいと思います。","","","フライト後に食事を注文するまでの休憩に最適な場所です！ロボットによるチェックインはとてもユニークで、実際にスタッフが対応してくれます（案内表示にも記載されています）。  部屋自体は概ね清潔で（トイレと床に髪の毛が少し落ちていましたが）、快適で、料金に見合った価値があります。基本的なアメニティも揃っています。  全体的に見ておすすめできますし、また利用したいと思います。","","","DM Mendoza"
"","","","","","","","","","","","","","FALSE","Booking.com","8","2026-03-12","","Le calme. La propreté. La navette. Le personnel fiable","L accueil en libre service. Pas évident pour nous car ils n avaient pas enregistré nos noms mais nos prénoms.","","静かで落ち着いた環境。清潔さ。シャトルサービス。信頼できるスタッフ。","セルフチェックイン方式だったのですが、名前（姓ではなく名）が記録されていたため、私たちにとっては簡単ではありませんでした。","Claire"
"","","","","","","","","","","","","","FALSE","Booking.com","10","2026-03-12","","","","","","","Muñoz"
"","","","","","","","","","","","","","FALSE","Booking.com","8","2026-03-11","","","","","","","Nakanishi"
"","","","","","","","","","","","","","FALSE","Google","3","2026-03-11","良いとこ ・宿泊費がリーズナブル ・１Fに冷凍食品、アイス、生活用品、アルコール類の自販機があって買い物して行かなくても何とかなる。 ・洗濯乾燥機があるので長期旅行中の人には便利（ここに連泊する人は少ないと思う） ・受付が面白いから子供が一瞬喜ぶ 悪いところ ・安いので仕方がないが、部屋は広くはない ・荷物を置いたりや服をかけるスペースが少ない ・冷蔵庫が極薄仕様で飲み物以外入らない、テーブルも無いよりはまし程度  人件費を切り詰めてコスト削減しているのでホスピタリティは期待しない方がいい、年配の方にはおすすめできない。","","","良いとこ ・宿泊費がリーズナブル ・１Fに冷凍食品、アイス、生活用品、アルコール類の自販機があって買い物して行かなくても何とかなる。 ・洗濯乾燥機があるので長期旅行中の人には便利（ここに連泊する人は少ないと思う） ・受付が面白いから子供が一瞬喜ぶ 悪いところ ・安いので仕方がないが、部屋は広くはない ・荷物を置いたりや服をかけるスペースが少ない ・冷蔵庫が極薄仕様で飲み物以外入らない、テーブルも無いよりはまし程度  人件費を切り詰めてコスト削減しているのでホスピタリティは期待しない方がいい、年配の方にはおすすめできない。","","","K W"
"","","","","","","","","","","","","","FALSE","Agoda","10","2026-03-11","朝一の無料バスの説明をしてくださったので、 安心して、朝を迎えることができ、 無事無料バスに乗ることがだしました。 ありがとうございます","","","朝一の無料バスの説明をしてくださったので、 安心して、朝を迎えることができ、 無事無料バスに乗ることがだしました。 ありがとうございます","","","KURIE"
"","","","","","","","","","","","","","FALSE","Booking.com","8","2026-03-11","","Först o främst läget","","","何よりもまず場所","","Ragna"
"","","","","","","","","","","","","","FALSE","Booking.com","9","2026-03-11","","Clean, comfy, good design, shuttle bus","None","","清潔で快適、デザインも良く、シャトルバスも運行している。","なし","Hock"
"","","","","","","","","","","","","","FALSE","Booking.com","10","2026-03-11","","The location, everything was near by and it was easy for me to take the train that was very close by and be able to go into the city and back. Breakfast was also very amazing, accommodating to everyone's ideal taste while keeping the traditional breakfast locals might have.","N/A","","立地も良く、すべてが近くにあり、すぐ近くの電車で市内へ行き来するのも簡単でした。朝食も素晴らしく、地元の人々が食べる伝統的な朝食の味を楽しみつつ、あらゆる人の好みに合うように工夫されていました。","該当なし","Branden"
"","","","","","","","","","","","","","FALSE","Booking.com","7","2026-03-10","","Sauber, praktisch","Automatisierter Check-In","","清潔で実用的","自動チェックイン","Peter"
"","","","","","","","","","","","","","FALSE","Booking.com","8","2026-03-10","","","","","","","Kammy"
"","","","","","","","","","","","","","FALSE","Agoda","9","2026-03-10","空港までの無料送迎もあり良かった","","","空港までの無料送迎もあり良かった","","","rei"
"","","","","","","","","","","","","","FALSE","Booking.com","8","2026-03-10","","Location, shampoo & conditioner, dinosaur check in","Fridge did not work","","場所、シャンプー＆コンディショナー、恐竜チェックイン","冷蔵庫が動かなかった","Crush"
"","","","","","","","","","","","","","FALSE","Booking.com","6","2026-03-10","","Small but clean room","Too expensive and too noisy at 2am  Shuttle service was too limited","","小さいけれど清潔な部屋","午前2時は高すぎるし騒がしすぎる。シャトルバスの便数も少なすぎる。","Sonomi"
"","","","","","","","","","","","","","FALSE","Booking.com","8","2026-03-09","","清潔で快適だったと思います。 このスコアで スタッフについてのリアクション求められましたがすべてセルフなので会わずに滞在完了となりました","","","清潔で快適だったと思います。 このスコアで スタッフについてのリアクション求められましたがすべてセルフなので会わずに滞在完了となりました","","Toshiko"
"","","","","","","","","","","","","","FALSE","Booking.com","8","2026-03-09","","Nice modern place. Good breakfast choices. The room was small but beautifully designed to maximise space.","Information about parking was hard to find.","","素敵なモダンなホテルです。朝食の種類も豊富でした。部屋は小さかったものの、空間を最大限に活用できるよう美しくデザインされていました。","駐車場の情報を見つけるのは困難だった。","John"
"","","","","","","","","","","","","","FALSE","じゃらん","5","2026-03-09","変なホテルが気に入り2回目の宿泊  友達とライブの為宿泊しました。  部屋に入ったらなんと地球の歩き方の部屋、テンションが上がりました。しかも、地球の歩き方の本が沢山あってワクワクさしました。部屋も綺麗で2人にちょうど良い広さです。  テレビが壁に映ると言うなんとびっくり  とても居心地の良い部屋でした。  変なホテルおすすめです。","","","変なホテルが気に入り2回目の宿泊  友達とライブの為宿泊しました。  部屋に入ったらなんと地球の歩き方の部屋、テンションが上がりました。しかも、地球の歩き方の本が沢山あってワクワクさしました。部屋も綺麗で2人にちょうど良い広さです。  テレビが壁に映ると言うなんとびっくり  とても居心地の良い部屋でした。  変なホテルおすすめです。","","","パーリィーさん"
"","","","","","","","","","","","","","FALSE","Booking.com","8","2026-03-08","","Établissement près de l'aéroport avec une navette gratuite. Les chambres sont grandes et bien insonorisées  Un service de bagagerie est pratique  L'accueil est fait par des robots dinausores Il y a un distributeur de nourriture, carte sim boisson à l'accueil","Le petit déjeuner est cher au regard du choix proposé  Il n'y a pas de spa ou bain public  Seul un bagage par personne dans la navette  Obligé d'attendre la charge complète de la navette pour le départ","","空港近くのホテルで、無料シャトルバスが利用できます。客室は広く、防音対策も万全です。荷物預かりサービスも便利です。チェックインは恐竜型ロボットが行います。フロントには、飲食物やSIMカードの自動販売機があります。","朝食は種類が限られている割に値段が高い。スパや公衆浴場はない。シャトルバスには一人につき荷物1個しか持ち込めない。出発前にシャトルバスが満員になるまで待たなければならない。","Karine"
"","","","","","","","","","","","","","FALSE","Booking.com","10","2026-03-08","","地點不錯 cp值高","","","立地が良く、コストパフォーマンスも高い。","","書瑋"
"","","","","","","","","","","","","","FALSE","Google","5","2026-03-08","必要なものが部屋にそろっていて、快適に過ごせました。ナイトウェアが部屋になく、インターホンで聞いたら、フロント横から持っていく形でした。漫画の単行本を部屋に持って行って読んでもよかったので、呪術廻戦を楽しく読ませてもらいました。","","","必要なものが部屋にそろっていて、快適に過ごせました。ナイトウェアが部屋になく、インターホンで聞いたら、フロント横から持っていく形でした。漫画の単行本を部屋に持って行って読んでもよかったので、呪術廻戦を楽しく読ませてもらいました。","","","yatto pondering"
"","","","","","","","","","","","","","FALSE","楽天トラベル","5","2026-03-08","子供の用のガウンを借用する際に歯ブラシ、スリッパ、ボディスポンジが入ったキットを頂きました！ スリッパが可愛くて持ち帰りお家でも使用しています。 ありがとうございました☺️","","","子供の用のガウンを借用する際に歯ブラシ、スリッパ、ボディスポンジが入ったキットを頂きました！ スリッパが可愛くて持ち帰りお家でも使用しています。 ありがとうございました☺️","","","サバイサバイ"
"","","","","","","","","","","","","","FALSE","Trip.com","10","2026-03-08","地理位置方便，距離地鐵站，去羽田機場方便。自己辦理入住，衹要按照步驟操作，很方便。房間雖然小，短期出行完全足夠。 有免費巴士，不過我們沒有入住  酒店附近有烤肉店，建議不吃自助餐，點餐更好。","","","立地は便利で、地下鉄の駅に近く、羽田空港へのアクセスも容易です。チェックインはセルフサービスで、手順に従うだけでとても簡単でした。部屋は小さいですが、短期滞在には十分です。無料のシャトルバスがありますが、私たちは利用しませんでした。ホテルの近くには焼肉店がいくつかあるので、ビュッフェではなくアラカルトで注文することをお勧めします。","","","ゲ‍ス‍ト"
"","","","","","","","","","","","","","FALSE","Agoda","6","2026-03-08","素泊まり利用 部屋はとても清潔感があって気持ちよく利用できました フロントがロボットと恐竜のみの対応だったので少し不安になりましたが問題なくチェックインできました 次回は朝食付きにしてみても良いかなと思っております ほぼスタッフの顔を見る事が無いのは一長一短あるかなと感じるので、予約からチェックアウトまでスマートに済ませたい方にはオススメのホテルと言えます","","","素泊まり利用 部屋はとても清潔感があって気持ちよく利用できました フロントがロボットと恐竜のみの対応だったので少し不安になりましたが問題なくチェックインできました 次回は朝食付きにしてみても良いかなと思っております ほぼスタッフの顔を見る事が無いのは一長一短あるかなと感じるので、予約からチェックアウトまでスマートに済ませたい方にはオススメのホテルと言えます","","","Toshiyuki"
"","","","","","","","","","","","","","FALSE","Booking.com","9","2026-03-08","","","","","","","Tobias"
"","","","","","","","","","","","","","FALSE","Booking.com","9","2026-03-08","","","","","","","Veeti"
"","","","","","","","","","","","","","FALSE","Booking.com","8","2026-03-08","","","","","","","Ren-ting"
"","","","","","","","","","","","","","FALSE","Booking.com","8","2026-03-08","","房間挺小的但隔音跟隔光都很好  早餐很好吃","","","部屋はかなり狭かったが、防音性と遮光性は抜群だった。朝食も美味しかった。","","Ren-ting"
"","","","","","","","","","","","","","FALSE","Google","3","2026-03-08","羽田利用の前泊としてお邪魔しました。 会社の経費のルール上、こちらのホテルを選びました。 事前にスーツケース(LLサイズ2)を送付。 チェックイン時に受け渡ししてくださいました。 ホテルの予約ページを利用しない宿泊客にいろいろ説明が少ないと思います。","","","羽田利用の前泊としてお邪魔しました。 会社の経費のルール上、こちらのホテルを選びました。 事前にスーツケース(LLサイズ2)を送付。 チェックイン時に受け渡ししてくださいました。 ホテルの予約ページを利用しない宿泊客にいろいろ説明が少ないと思います。","","","Y TAN"
"","","","","","","","","","","","","","FALSE","Booking.com","9","2026-03-07","","","","","","","Russell"
"","","","","","","","","","","","","","FALSE","Booking.com","7","2026-03-07","","L'emplacement et la navette pour l'aéroport, idéal ! Le service de consigne des bagages est aussi appréciable.","Le fonctionnement n'est pas si simple que cela, nous avons dû faire appel à des humains ce qui est bien dommage pour une expérience avec humanoïdes... Cela gâche vraiment le principe. D'autre part, la clim ou l'air conditionné faisaient un bruit important...  C'est dommage et finalement très cher pour ce que c'est.","","立地も空港シャトルも最高です！荷物預かりサービスもありがたいです。","システムは見た目ほど単純ではなく、人間のオペレーターを使わざるを得ませんでした。ヒューマノイドを使った実験としては、これは本当に残念なことです。コンセプトが台無しになってしまいます。さらに、エアコンの音がかなりうるさかったです。期待外れで、結局のところ、価格に見合わないほど高価でした。","Marie"
"","","","","","","","","","","","","","FALSE","楽天トラベル","4","2026-03-07","駅からもそんなに遠くなく 途中にファミレスや居酒屋レストランなどもあり　スーパーもあり便利でした 冷蔵庫は小さかったけど飲み物とヨーグルト位入ります 特に悪いところはなかったです テレビが大きくて離れて見ないと見えないくらいでした いいことです笑 また近くで用事があれば利用したいです","","","駅からもそんなに遠くなく 途中にファミレスや居酒屋レストランなどもあり　スーパーもあり便利でした 冷蔵庫は小さかったけど飲み物とヨーグルト位入ります 特に悪いところはなかったです テレビが大きくて離れて見ないと見えないくらいでした いいことです笑 また近くで用事があれば利用したいです","","","あ〜〜ちゃん8371"
"","","","","","","","","","","","","","FALSE","Booking.com","5","2026-03-07","","","","","","","Lena"
"","","","","","","","","","","","","","FALSE","Booking.com","9","2026-03-07","","Très bon emplacement pour l aéroport Haneda, super sympa les robots dinosaures","Tarif un peu haut, salle de bain petite","","羽田空港へのアクセスが抜群で、恐竜ロボットもすごくかっこいいです。","値段が少し高い、バスルームが狭い","Mylene"
"","","","","","","","","","","","","","FALSE","Agoda","10","2026-03-07","布団がとても上質","","","布団がとても上質","","","Yuma"
"","","","","","","","","","","","","","FALSE","Google","4","2026-03-07","","","","","","","于海韬"
"","","","","","","","","","","","","","FALSE","じゃらん","4","2026-03-07","翌日の羽田空港出発時間が早いので前泊しました。フロントは無人で恐竜がお出迎え面白い。部屋のテーブルや椅子のレイアウトも工夫されてました。清潔感がある。","","","翌日の羽田空港出発時間が早いので前泊しました。フロントは無人で恐竜がお出迎え面白い。部屋のテーブルや椅子のレイアウトも工夫されてました。清潔感がある。","","","ショウさん"
"","","","","","","","","","","","","","FALSE","楽天トラベル","5","2026-03-06","朝ご飯が5:30からでありがたいです。飛行機の集合時間に間に合う無料バスが5:45からだったのでギリギリだった。バスの時間も良く調べてから朝食付にするかどうかを決めた方が良いですよ","","","朝ご飯が5:30からでありがたいです。飛行機の集合時間に間に合う無料バスが5:45からだったのでギリギリだった。バスの時間も良く調べてから朝食付にするかどうかを決めた方が良いですよ","","","ボディジャム2002"
"","","","","","","","","","","","","","FALSE","Booking.com","10","2026-03-06","","","","","","","Choo"
"","","","","","","","","","","","","","FALSE","Booking.com","10","2026-03-06","","","","","","","Hinano"
"","","","","","","","","","","","","","FALSE","楽天トラベル","4","2026-03-06","前泊のために予約しました。  無駄な作りがなく、シンプルでちょうど良いホテルでした。羽田空港迄のシャトルバスもありとても助かりました。","","","前泊のために予約しました。  無駄な作りがなく、シンプルでちょうど良いホテルでした。羽田空港迄のシャトルバスもありとても助かりました。","","","プリンクッキー"
"","","","","","","","","","","","","","FALSE","Booking.com","10","2026-03-05","","La verdad que estaba muy bien, porque aunque los que te atienden son robots también está el humano, era bastante grande, lo que pasa que en el sitio que está ubicado no hay mucho para ver, pero está cerca del aeropuerto.","","","スタッフはロボットばかりでしたが、人間もいたのでとても良かったです。かなり広かったのですが、空港に近いにもかかわらず、周辺にはあまり見どころがありませんでした。","","Isabel"
"","","","","","","","","","","","","","FALSE","Booking.com","9","2026-03-05","","L'accueil atypique","Le manque d'information pour la navette","","異例の歓迎","シャトルに関する情報不足","R"
"","","","","","","","","","","","","","FALSE","Booking.com","7","2026-03-05","","","","","","","Graham"
